Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps
Running,11/1/18 17:13,Baltimore Running,2.72,264,0:21:15,148,160,172,182,7:48,6:22,326,314,1.2,00:00.0,3
Running,11/1/18 17:06,Running,0.88,78,05:00.5,179,197,186,196,5:41,4:50,--,--,1.52,00:00.0,1
Running,11/1/18 17:00,Baltimore Running,0.83,76,05:00.1,176,183,184,192,6:00,2:05,138,182,1.46,00:00.0,1
Running,11/1/18 16:54,Baltimore Running,0.9,68,05:00.8,161,197,190,198,5:35,4:28,156,124,1.52,00:00.0,1
Running,10/28/18 16:29,Baltimore Running,11.33,564,1:21:47,124,141,174,184,7:13,1:12,535,628,1.28,00:00.0,12
Treadmill Running,10/27/18 13:34,Treadmill Running,1.53,124,0:12:25,133,175,170,174,8:07,4:37,--,--,1.17,00:00.0,2
Running,10/27/18 11:55,Haverford Running,2.16,180,0:15:15,143,157,174,192,7:03,5:08,48,48,1.3,00:00.0,3
Running,10/26/18 16:54,Baltimore Running,4.98,382,0:36:33,138,165,174,190,7:20,3:58,251,247,1.26,00:00.0,5
Running,10/25/18 16:35,Baltimore Running,8.88,603,0:59:38,142,168,174,198,6:43,4:19,422,415,1.37,00:00.0,9
Running,10/24/18 16:36,Baltimore Running,5,533,0:35:49,166,186,172,180,7:10,6:23,541,546,1.31,00:00.0,6
Running,10/23/18 17:40,Baltimore Running,2.48,218,0:18:19,142,167,172,188,7:22,6:09,260,256,1.27,00:00.0,3
Running,10/23/18 17:29,Baltimore Running,0.63,50,03:11.6,177,189,186,202,5:03,4:24,--,10,1.71,00:00.0,1
Running,10/23/18 17:22,Baltimore Running,1.26,105,06:26.5,181,193,186,196,5:07,4:42,17,21,1.7,00:00.0,2
Running,10/23/18 17:17,Baltimore Running,0.63,51,03:13.8,177,193,186,194,5:09,4:54,--,10,1.68,00:00.0,1
Running,10/23/18 17:10,Baltimore Running,1.27,103,06:26.7,177,196,186,196,5:06,4:32,25,25,1.7,00:00.0,2
Running,10/23/18 17:05,Baltimore Running,0.63,45,03:14.6,159,183,186,194,5:09,4:35,10,12,1.68,00:00.0,1
Running,10/23/18 17:01,Baltimore Running,0.63,42,03:07.6,153,172,192,200,4:59,4:37,9,10,1.68,00:00.0,1
Running,10/23/18 16:30,Baltimore Running,2.96,244,0:21:00,141,170,174,194,7:06,5:06,269,274,1.3,00:00.0,3
Running,10/22/18 0:13,Running,8.8,--,0:59:36,--,--,--,--,6:46,--,--,--,0,00:00.0,1
Running,10/21/18 9:14,Baltimore Running,13.01,"1,040",1:23:25,153,180,178,192,6:25,4:32,"1,134","1,170",1.41,00:00.0,14
Running,10/20/18 8:51,Baltimore Running,6.91,445,0:51:03,130,165,174,184,7:23,0:42,437,432,1.25,00:00.0,7
Running,10/19/18 10:24,Baltimore Running,2.2,206,0:17:06,142,161,172,194,7:47,5:58,273,245,1.21,00:00.0,3
Running,10/19/18 10:18,Baltimore Running,0.25,14,01:10.4,143,163,198,206,4:40,4:10,16,14,1.74,00:00.0,1
Running,10/19/18 10:15,Baltimore Running,0.25,15,01:13.4,145,166,192,198,4:56,4:27,15,14,1.7,00:00.0,1
Running,10/19/18 10:13,Baltimore Running,0.26,16,01:13.4,146,158,192,198,4:48,4:01,16,14,1.75,00:00.0,1
Running,10/19/18 10:10,Baltimore Running,0.25,14,01:12.0,141,167,194,204,4:46,4:26,16,14,1.74,00:00.0,1
Running,10/19/18 10:08,Baltimore Running,0.25,14,01:14.4,141,177,188,196,4:56,4:33,16,14,1.73,00:00.0,1
Running,10/19/18 9:44,Baltimore Running,4.02,186,0:21:29,126,149,184,198,5:21,4:28,189,192,1.63,00:00.0,5
Running,10/19/18 9:16,Baltimore Running,2.43,160,0:17:03,127,146,178,194,7:01,5:13,245,262,1.29,00:00.0,3
Running,10/18/18 12:25,Baltimore Running,8.2,521,0:56:58,133,152,174,184,6:57,3:29,404,398,1.33,00:00.0,9
Running,10/17/18 15:04,Baltimore Running,7.01,458,0:51:43,133,147,172,180,7:22,6:15,574,581,1.26,00:00.0,8
Running,10/16/18 17:52,Baltimore Running,2.28,197,0:20:05,132,161,168,196,8:49,6:42,262,263,1.09,00:00.0,3
Running,10/16/18 17:45,Baltimore Running,0.59,39,02:57.1,151,168,194,208,5:01,4:21,44,34,1.65,00:00.0,1
Running,10/16/18 17:37,Baltimore Running,0.9,65,04:44.7,156,195,192,204,5:18,4:29,89,45,1.58,00:00.0,1
Running,10/16/18 17:29,Baltimore Running,0.9,59,04:41.9,147,189,188,200,5:14,4:12,89,44,1.64,00:00.0,1
Running,10/16/18 17:23,Baltimore Running,0.59,31,03:04.3,128,140,188,200,5:13,4:18,45,34,1.64,00:00.0,1
Running,10/16/18 17:15,Baltimore Running,0.89,47,04:43.1,129,158,188,200,5:16,4:06,90,45,1.62,00:00.0,1
Running,10/16/18 17:09,Baltimore Running,0.59,41,03:02.2,151,156,190,200,5:09,4:29,45,35,1.64,00:00.0,1
Running,10/16/18 17:04,Baltimore Running,0.59,37,03:03.7,141,166,190,200,5:10,3:36,43,35,1.64,00:00.0,1
Running,10/16/18 16:32,Baltimore Running,2.85,203,0:19:27,133,169,176,196,6:49,4:50,268,273,1.34,00:00.0,3
Running,10/15/18 16:33,Baltimore Running,10.22,681,1:09:25,139,161,174,186,6:48,5:06,"1,098","1,089",1.36,00:00.0,11
Running,10/14/18 16:50,Baltimore Running,13.02,981,1:24:03,150,182,174,196,6:27,4:04,937,931,1.42,00:00.0,14
Running,10/13/18 19:19,Running,5,--,0:26:36,--,--,--,--,5:19,--,--,--,0,00:00.0,1
Running,10/13/18 12:21,Logan Running,1.49,146,0:11:39,145,171,170,180,7:50,6:43,--,--,1.21,00:00.0,2
Running,10/13/18 11:00,Logan Running,2.21,185,0:15:21,144,167,176,192,6:57,4:56,--,--,1.3,00:00.0,3
Running,10/12/18 8:51,Baltimore Running,4.95,353,0:36:08,133,174,176,190,7:18,3:44,260,264,1.25,00:00.0,5
Running,10/11/18 16:35,Baltimore Running,10.98,831,1:14:06,147,171,176,198,6:45,4:24,626,633,1.35,00:00.0,11
Running,10/10/18 18:55,Running,9,--,1:06:00,--,--,--,--,7:20,--,--,--,0,00:00.0,1
Running,10/10/18 16:07,Baltimore Running,6.54,387,0:48:42,127,149,172,180,7:27,6:15,423,444,1.26,00:00.0,7
Running,10/9/18 17:23,Baltimore Running,2.44,217,0:21:54,133,149,168,188,9:00,7:19,157,57,1.06,00:00.0,3
Running,10/9/18 17:07,Baltimore Running,1.35,113,07:02.6,179,186,184,194,5:14,4:38,15,11,1.66,00:00.0,2
Running,10/9/18 16:59,Baltimore Running,1.35,109,06:54.7,178,187,188,202,5:06,4:27,17,13,1.68,00:00.0,2
Running,10/9/18 16:51,Baltimore Running,1.35,102,06:52.2,169,188,188,202,5:04,4:23,14,14,1.69,00:00.0,2
Running,10/9/18 16:28,Baltimore Running,2.42,160,0:16:23,130,174,178,196,6:47,4:57,48,138,1.33,00:00.0,3
Running,10/8/18 16:39,Baltimore Running,10.01,768,1:07:45,147,168,178,212,6:46,4:45,799,791,1.35,00:00.0,11
Running,10/7/18 9:15,Baltimore Running,15,"1,195",1:44:20,150,191,176,192,6:57,4:21,836,833,1.32,00:00.0,15
Running,10/6/18 10:57,Baltimore Running,7,480,0:50:25,135,159,176,188,7:12,6:08,479,415,1.27,00:00.0,7
Running,10/5/18 8:28,Baltimore Running,1.36,130,0:12:27,134,168,170,206,9:09,0:31,96,49,1.04,00:00.0,2
Running,10/5/18 8:19,Baltimore Running,1.02,50,04:42.9,132,139,196,208,4:36,4:08,36,43,1.78,00:00.0,2
Running,10/5/18 8:10,Baltimore Running,1.02,66,04:47.9,155,171,194,202,4:41,4:23,50,57,1.77,00:00.0,2
Running,10/5/18 8:01,Baltimore Running,1.02,75,04:55.0,174,193,192,208,4:50,4:38,48,50,1.73,00:00.0,2
Running,10/5/18 7:52,Baltimore Running,1.03,81,05:04.2,182,190,190,206,4:56,4:30,34,40,1.72,00:00.0,2
Running,10/5/18 7:43,Baltimore Running,1.02,78,05:09.9,171,181,190,196,5:03,4:47,34,41,1.68,00:00.0,2
Running,10/5/18 7:34,Baltimore Running,1.01,73,05:18.0,156,173,190,198,5:15,4:50,35,45,1.62,00:00.0,2
Running,10/5/18 7:03,Baltimore Running,1.99,140,0:14:02,129,156,176,194,7:03,4:35,85,117,1.3,00:00.0,2
Running,10/4/18 16:38,Baltimore Running,11.18,779,1:14:45,144,163,176,190,6:41,5:24,606,597,1.36,00:00.0,12
Running,10/3/18 9:25,Baltimore Running,7.05,463,0:53:42,129,150,174,182,7:37,0:30,520,510,1.22,00:00.0,8
Running,10/2/18 17:42,Baltimore Running,1.61,162,0:15:02,136,148,166,194,9:20,7:59,211,191,1.03,00:00.0,2
Running,10/2/18 17:31,Baltimore Running,0.97,77,04:54.0,178,192,190,200,5:02,3:49,81,165,1.69,00:00.0,1
Running,10/2/18 17:22,Baltimore Running,0.99,82,05:22.6,172,184,188,200,5:24,4:10,168,73,1.58,00:00.0,1
Running,10/2/18 17:16,Baltimore Running,0.37,27,01:49.0,172,189,194,200,4:51,4:14,14,19,1.71,00:00.0,1
Running,10/2/18 17:13,Baltimore Running,0.38,24,01:48.7,157,184,192,202,4:49,4:15,11,17,1.74,00:00.0,1
Running,10/2/18 17:10,Baltimore Running,0.38,23,01:47.3,150,168,194,204,4:46,4:24,8,12,1.74,00:00.0,1
Running,10/2/18 17:06,Baltimore Running,0.38,21,01:49.4,140,160,192,202,4:51,4:33,11,15,1.73,00:00.0,1
Running,10/2/18 17:03,Baltimore Running,0.38,22,01:51.4,144,179,194,198,4:50,4:22,13,17,1.72,00:00.0,1
Running,10/2/18 17:00,Baltimore Running,0.38,17,01:47.4,128,145,196,210,4:40,4:25,11,16,1.76,00:00.0,1
Running,10/2/18 16:31,Baltimore Running,2.52,181,0:17:25,134,165,176,192,6:55,4:53,272,292,1.32,00:00.0,3
Running,10/1/18 16:38,Baltimore Running,10,673,1:13:50,137,154,174,182,7:23,6:13,788,789,1.25,00:00.0,11
Running,9/30/18 10:28,Running,17.3,--,1:57:00,--,--,--,--,6:46,--,--,--,0,00:00.0,1
Cardio,9/29/18 10:59,Cardio,0.8,91,0:13:36,108,161,142,196,3.5,11.6,--,--,0.67,00:00.0,1
Running,9/29/18 10:30,Running,5,--,0:26:18,--,--,--,--,5:16,--,--,--,0,00:00.0,1
Running,9/29/18 10:15,Bethlehem Running,1.61,135,0:15:27,124,155,164,180,9:34,7:25,47,68,1.02,00:00.0,2
Running,9/29/18 8:45,Bethlehem Running,2.05,160,0:14:00,140,161,178,190,6:49,5:35,61,59,1.33,00:00.0,3
Running,9/28/18 11:06,Baltimore Running,5.63,435,0:40:35,141,158,174,180,7:13,4:42,417,414,1.29,00:00.0,6
Running,9/27/18 16:41,Baltimore Running,11.02,561,1:16:20,126,145,176,204,6:55,3:52,"1,046","1,039",1.32,00:00.0,12
Running,9/26/18 17:23,Baltimore Running,2.12,163,0:14:48,137,161,176,186,6:59,5:48,139,133,1.31,00:00.0,3
Running,9/26/18 9:52,Baltimore Running,5.13,371,0:39:15,132,151,172,180,7:39,5:31,548,539,1.22,00:00.0,6
Running,9/25/18 17:40,Baltimore Running,1.95,192,0:16:02,144,156,170,190,8:14,6:48,241,227,1.15,00:00.0,2
Running,9/25/18 17:27,Baltimore Running,0.95,84,05:18.3,181,195,180,200,5:34,4:45,40,39,1.61,00:00.0,1
Running,9/25/18 17:21,Baltimore Running,0.95,84,05:20.9,180,190,182,198,5:36,4:52,49,47,1.58,00:00.0,1
Running,9/25/18 17:15,Baltimore Running,0.96,85,05:16.2,182,201,182,202,5:30,4:41,40,39,1.61,00:00.0,1
Running,9/25/18 17:08,Baltimore Running,0.95,81,05:09.0,180,187,186,202,5:25,4:31,40,39,1.6,00:00.0,1
Running,9/25/18 17:02,Baltimore Running,0.96,72,05:04.4,166,183,188,208,5:16,3:58,42,41,1.63,00:00.0,1
Running,9/25/18 16:30,Baltimore Running,2.48,184,0:16:32,138,160,178,190,6:40,5:14,276,298,1.35,00:00.0,3
Running,9/24/18 16:40,Baltimore Running,10.05,725,1:03:48,149,183,180,192,6:21,4:06,651,662,1.42,00:00.0,11
Running,9/23/18 9:12,Baltimore Running,17.25,818,1:53:00,131,158,178,194,6:33,4:46,"1,041","1,055",1.38,00:00.0,18
Running,9/22/18 10:31,Running,7,--,0:47:00,--,--,--,--,6:43,--,--,--,0,00:00.0,1
Running,9/22/18 9:42,West Pennsboro Running,2.37,221,0:17:03,152,181,174,190,7:11,5:13,138,148,1.29,00:00.0,3
Running,9/21/18 16:28,Baltimore Running,6.07,434,0:45:28,136,154,172,210,7:29,6:10,315,307,1.24,00:00.0,7
Running,9/20/18 16:37,Baltimore Running,8.99,570,1:06:41,133,163,172,210,7:25,4:12,563,559,1.25,00:00.0,9
Running,9/19/18 15:21,Baltimore Running,6.83,466,0:49:56,136,153,176,184,7:19,5:22,434,447,1.25,00:00.0,7
Running,9/18/18 17:54,Baltimore Running,1.16,114,0:10:23,137,149,170,176,8:59,7:33,74,37,1.05,00:00.0,2
Running,9/18/18 17:44,Baltimore Running,0.5,50,03:24.8,168,187,174,202,6:46,4:03,8,14,1.37,00:00.0,1
Running,9/18/18 17:36,Baltimore Running,1.02,81,05:20.2,178,189,182,192,5:13,4:55,32,36,1.69,00:00.0,2
Running,9/18/18 17:26,Baltimore Running,1.52,129,08:10.1,180,189,182,186,5:22,4:52,41,48,1.65,00:00.0,2
Running,9/18/18 17:17,Baltimore Running,1.54,120,07:49.2,179,188,186,192,5:05,4:54,42,49,1.71,00:00.0,2
Running,9/18/18 17:06,Baltimore Running,1.8,137,09:34.3,165,182,184,212,5:20,4:00,54,61,1.64,00:00.0,2
Running,9/18/18 16:41,Baltimore Running,2.07,135,0:13:43,131,161,178,190,6:37,4:48,78,113,1.37,00:00.0,3
Running,9/17/18 16:31,Baltimore Running,10.05,758,1:02:55,151,172,178,192,6:16,4:53,823,813,1.44,00:00.0,11
Running,9/16/18 11:43,Philadelphia Running,17,"1,238",1:53:37,151,179,176,186,6:41,4:59,"1,198","1,198",1.37,00:00.0,18
Running,9/15/18 17:01,Philadelphia Running,10.09,626,1:12:58,133,154,172,180,7:14,4:54,335,334,1.29,00:00.0,11
Running,9/14/18 8:21,Baltimore Running,1.75,140,0:15:08,129,146,172,182,8:38,6:11,143,53,1.09,00:00.0,2
Running,9/14/18 7:40,Baltimore Running,5.42,398,0:29:36,165,190,184,192,5:28,4:48,48,52,1.61,00:00.0,6
Running,9/14/18 7:05,Baltimore Running,2.39,156,0:17:04,129,160,174,188,7:08,4:49,57,146,1.3,00:00.0,3
Running,9/13/18 16:40,Baltimore Running,9.26,564,1:08:22,133,155,174,182,7:23,5:57,549,542,1.26,00:00.0,10
Running,9/12/18 9:18,Baltimore Running,10.01,749,1:07:53,148,172,176,188,6:47,5:26,859,851,1.35,00:00.0,11
Running,9/10/18 16:39,Baltimore Running,11,721,1:08:35,146,169,178,198,6:14,4:20,453,447,1.45,00:00.0,12
Running,9/9/18 10:17,Baltimore Running,17.71,"1,458",1:56:07,150,177,178,192,6:33,4:10,"1,067","1,073",1.39,00:00.0,18
Running,9/8/18 10:08,Running,10,--,1:06:00,--,--,--,--,6:36,--,--,--,0,00:00.0,1
Running,9/7/18 21:24,Running,7,--,0:50:00,--,--,--,--,7:09,--,--,--,0,00:00.0,1
Running,9/6/18 16:46,Baltimore Running,10.04,946,1:12:10,150,180,176,216,7:11,4:23,810,808,1.27,00:00.0,11
Running,9/5/18 17:29,Baltimore Running,11.19,964,1:19:03,145,178,176,186,7:04,5:50,591,582,1.3,00:00.0,12
Running,9/4/18 17:36,Baltimore Running,3.27,290,0:23:53,139,158,174,182,7:18,5:56,336,343,1.26,00:00.0,4
Running,9/4/18 8:18,Baltimore Running,0.56,63,05:30.8,131,166,166,180,9:48,6:58,64,120,0.99,00:00.0,1
Running,9/4/18 8:06,Baltimore Running,0.48,43,02:43.1,173,189,184,196,5:42,4:47,29,26,1.54,00:00.0,1
Running,9/4/18 8:01,Baltimore Running,0.47,43,02:44.0,170,184,184,192,5:46,4:48,14,14,1.52,00:00.0,1
Running,9/4/18 7:35,Baltimore Running,3.26,304,0:18:38,175,192,184,208,5:43,4:12,438,436,1.53,00:00.0,4
Running,9/4/18 7:04,Baltimore Running,2.41,183,0:17:11,130,184,178,192,7:07,4:54,219,268,1.27,00:00.0,3
Running,9/3/18 18:35,Baltimore Running,2.99,282,0:24:57,131,172,172,178,8:20,6:26,191,190,1.12,00:00.0,3
Running,9/3/18 17:10,Baltimore Running,7.01,557,0:48:42,145,187,178,192,6:57,5:21,392,385,1.31,00:00.0,8
Running,9/2/18 10:13,Baltimore Running,17.06,"1,619",1:56:08,157,184,176,192,6:48,4:43,"1,036","1,030",1.34,00:00.0,18
Cardio,9/1/18 12:43,Cardio,0,1,01:02.3,56,59,--,--,--,--,--,--,0,00:00.0,1
Running,9/1/18 12:03,Baltimore Running,0.97,87,08:01.6,126,144,170,178,8:19,5:51,19,19,1.14,00:00.0,1
Running,9/1/18 10:39,Baltimore Running,9.31,715,1:09:22,133,164,172,194,7:27,5:07,833,830,1.25,00:00.0,10
Running,8/30/18 16:46,Baltimore Running,10.11,797,1:16:20,134,151,174,186,7:33,5:40,530,520,1.22,00:00.0,11
Running,8/30/18 9:56,Baltimore Running,4.03,362,0:30:37,136,176,174,180,7:36,5:43,495,486,1.22,00:00.0,5
Running,8/29/18 9:39,Baltimore County Running,10.17,868,1:05:12,153,186,178,194,6:25,4:37,781,794,1.41,00:00.0,11
Running,8/28/18 16:02,Baltimore Running,4.01,358,0:31:53,132,151,174,182,7:58,6:46,470,466,1.17,00:00.0,5
Running,8/28/18 8:17,Baltimore Running,2.69,284,0:24:40,133,147,168,194,9:10,4:05,161,113,1.04,00:00.0,3
Running,8/28/18 8:00,Baltimore Running,2.07,166,09:39.3,179,193,194,212,4:39,4:17,57,64,1.79,00:00.0,3
Running,8/28/18 7:22,Baltimore Running,1.99,162,0:14:05,132,163,180,192,7:05,4:54,88,128,1.26,00:00.0,2
Running,8/27/18 17:02,Baltimore Running,10.03,944,1:10:40,148,169,176,186,7:03,5:10,537,530,1.3,00:00.0,11
Running,8/26/18 9:26,Howard County Running,17.09,"1,492",1:54:54,149,182,176,194,6:43,4:56,685,690,1.36,00:00.0,18
Running,8/25/18 16:22,Baltimore Running,2.61,217,0:19:56,129,143,174,182,7:38,6:53,151,165,1.21,00:00.0,3
Running,8/25/18 16:07,Baltimore Running,0.43,43,03:37.8,132,154,174,180,8:22,4:12,3,43,1.11,00:00.0,1
Running,8/25/18 10:46,Baltimore Running,10.97,883,1:17:47,139,170,176,204,7:06,4:04,819,834,1.29,00:00.0,11
Running,8/24/18 10:38,Running,2.4,--,0:17:00,--,--,--,--,7:05,--,--,--,0,00:00.0,1
Running,8/24/18 9:58,Baltimore Running,1.85,197,0:15:41,138,148,172,180,8:28,7:32,155,62,1.1,00:00.0,2
Running,8/24/18 9:18,Baltimore Running,5.46,471,0:28:36,174,186,184,196,5:15,4:45,65,68,1.67,00:00.0,6
Running,8/23/18 11:04,Wicomico County Running,10.01,771,1:07:50,137,178,176,192,6:47,5:47,32,34,1.35,00:00.0,11
Running,8/22/18 16:32,Baltimore Running,11,865,1:16:52,139,174,176,202,6:59,3:57,927,922,1.31,00:00.0,12
Running,8/21/18 16:42,Baltimore Running,3.98,329,0:27:47,137,156,178,190,6:59,6:07,202,195,1.3,00:00.0,4
Running,8/21/18 11:06,Baltimore Running,1.88,190,0:17:12,130,157,168,176,9:09,7:20,202,208,1.04,00:00.0,2
Running,8/21/18 10:36,Baltimore Running,2.3,217,0:13:13,176,186,182,194,5:44,4:31,172,172,1.54,00:00.0,3
Running,8/21/18 10:20,Baltimore Running,2.31,204,0:12:50,172,187,184,198,5:34,4:47,172,172,1.58,00:00.0,3
Running,8/21/18 9:49,Baltimore Running,2.8,233,0:19:31,137,168,178,194,6:59,1:02,262,266,1.29,00:00.0,3
Running,8/20/18 9:50,Baltimore Running,10.99,888,1:08:39,154,173,180,194,6:15,4:39,541,542,1.42,00:00.0,11
Running,8/19/18 9:18,Baltimore Running,16.66,"1,324",1:58:59,145,167,176,190,7:08,5:52,"1,000",991,1.28,00:00.0,17
Running,8/18/18 16:18,Baltimore Running,5.05,442,0:35:32,144,164,176,184,7:02,5:41,259,249,1.3,00:00.0,6
Running,8/18/18 10:37,Baltimore Running,1.32,158,0:12:04,146,158,168,174,9:09,5:31,196,161,1.05,00:00.0,2
Running,8/18/18 9:53,Baltimore Running,5.95,585,0:35:01,177,192,180,196,5:53,4:57,297,257,1.52,00:00.0,6
Running,8/18/18 9:31,Baltimore Running,2.07,180,0:14:51,137,170,178,198,7:11,5:20,214,250,1.26,00:00.0,3
Cardio,8/17/18 15:08,Cardio,0,1,00:35.8,69,77,172,172,0.4,7.9,--,--,0.06,00:00.0,1
Running,8/17/18 11:29,Baltimore Running,2.2,228,0:16:55,148,161,172,182,7:40,6:34,172,179,1.21,00:00.0,3
Running,8/17/18 10:21,Baltimore Running,7.71,739,0:55:44,148,167,176,190,7:14,5:59,592,586,1.26,00:00.0,8
Running,8/16/18 17:00,Baltimore Running,10.01,927,1:08:57,150,168,176,190,6:54,5:35,869,858,1.32,00:00.0,11
Running,8/15/18 16:50,Baltimore Running,11.2,"1,024",1:18:37,149,173,176,190,7:01,5:54,984,974,1.3,00:00.0,12
Running,8/14/18 18:11,Baltimore Running,11.06,961,1:08:37,158,180,180,196,6:12,4:57,580,574,1.45,00:00.0,12
Running,8/13/18 16:17,Cherry Hill Running,17,"1,654",2:00:00,154,194,174,186,7:04,4:58,470,476,1.31,00:00.0,17
Running,8/12/18 16:32,Cherry Hill Running,3,286,0:22:00,140,157,174,182,7:20,6:30,104,104,1.26,00:00.0,3
Running,8/12/18 8:06,Cherry Hill Running,9.5,802,1:05:49,141,163,176,186,6:56,5:24,340,340,1.32,00:00.0,10
Running,8/11/18 12:40,Cherry Hill Running,11,905,1:18:34,138,174,174,182,7:08,6:10,317,320,1.29,00:00.0,12
Running,8/10/18 19:02,Cherry Hill Running,8.4,679,1:01:33,134,154,174,180,7:20,5:53,261,264,1.27,00:00.0,9
Running,8/10/18 11:36,Cherry Hill Running,5.16,493,0:38:39,141,165,174,182,7:30,6:39,203,207,1.23,00:00.0,6
Running,8/9/18 19:21,Cherry Hill Running,11.01,943,1:19:03,141,169,174,182,7:11,6:01,494,490,1.29,00:00.0,12
Running,8/8/18 8:42,Exeter Running,3.56,343,0:36:49,123,154,164,180,10:21,6:40,376,373,0.95,00:00.0,4
Running,8/7/18 17:40,Rye Running,11.07,978,1:21:07,142,173,174,182,7:19,6:10,128,128,1.27,00:00.0,12
Running,8/6/18 18:50,New Castle Running,12.08,"1,011",1:26:07,140,160,174,182,7:08,5:25,394,392,1.3,00:00.0,13
Running,8/5/18 19:39,Cherry Hill Running,10.01,890,1:07:34,149,171,174,180,6:45,5:34,314,311,1.37,00:00.0,11
Running,8/4/18 8:49,Boulder County Running,8.01,771,0:56:47,152,176,174,182,7:05,5:09,964,955,1.31,00:00.0,9
Running,8/3/18 17:06,Denver Running,10.03,903,1:08:06,149,166,174,182,6:48,4:10,194,191,1.35,00:00.0,11
Running,8/2/18 16:13,Denver Running,8,733,0:53:19,153,192,178,196,6:40,1:29,105,105,1.35,00:00.0,8
Running,8/2/18 10:19,Denver Running,4,347,0:28:36,136,155,176,182,7:09,0:47,67,67,1.28,00:00.0,5
Running,8/1/18 18:34,Denver Running,2.92,246,0:20:38,135,148,174,180,7:03,0:42,42,43,1.31,00:00.0,3
Running,8/1/18 10:11,Denver Running,10.21,906,1:09:53,148,160,174,182,6:51,1:27,167,167,1.35,00:00.0,11
Running,7/31/18 10:39,Jefferson County Running,10.29,956,1:18:17,146,171,172,182,7:36,5:43,"1,203","1,521",1.22,00:00.0,11
Running,7/30/18 19:38,Denver Running,9.3,788,1:04:58,142,160,174,180,6:59,2:44,237,237,1.33,00:00.0,10
Running,7/29/18 16:05,Baltimore Running,3.9,335,0:28:46,135,154,176,184,7:23,5:44,303,83,1.25,00:00.0,4
Running,7/28/18 15:27,Baltimore Running,4,336,0:29:56,132,146,176,188,7:29,6:18,244,241,1.22,00:00.0,4
Running,7/28/18 9:06,Baltimore Running,9.45,872,1:11:42,142,166,174,184,7:35,5:05,864,872,1.22,00:00.0,10
Running,7/27/18 19:06,Baltimore Running,9.27,717,1:07:08,135,154,174,184,7:15,5:43,727,733,1.28,00:00.0,10
Running,7/26/18 18:41,Baltimore Running,12,"1,021",1:24:42,144,166,176,184,7:04,5:57,622,619,1.3,00:00.0,12
Running,7/25/18 19:42,Baltimore Running,2.73,255,0:20:51,140,159,174,182,7:38,6:02,284,198,1.22,00:00.0,3
Running,7/25/18 19:09,Baltimore Running,5,472,0:28:56,172,187,180,192,5:47,4:46,447,479,1.53,00:00.0,5
Running,7/25/18 18:50,Baltimore Running,2.22,191,0:15:41,135,153,176,186,7:04,6:14,220,240,1.28,00:00.0,3
Running,7/24/18 18:23,Baltimore Running,10.07,861,1:12:16,141,156,174,184,7:10,3:58,657,652,1.28,00:00.0,11
Running,7/23/18 19:47,Baltimore Running,1.72,167,0:12:58,138,148,168,176,7:33,6:52,29,27,1.27,00:00.0,2
Running,7/23/18 18:29,Baltimore Running,9.31,857,0:57:13,160,188,178,188,6:09,5:03,426,426,1.48,00:00.0,10
Running,7/23/18 18:11,Baltimore Running,0.28,22,02:12.7,117,134,176,182,7:48,1:56,35,--,1.17,00:00.0,1
Running,7/22/18 9:24,Ocean City Running,16,"1,395",1:55:37,143,174,176,184,7:14,5:46,145,145,1.28,00:00.0,16
Running,7/21/18 18:27,Ocean City Running,3.04,231,0:21:11,129,150,176,184,6:58,4:38,12,12,1.31,00:00.0,4
Running,7/21/18 8:46,Cherry Hill Running,10,837,1:11:26,140,156,176,192,7:09,5:15,221,224,1.28,00:00.0,10
Running,7/20/18 17:59,Baltimore Running,8,688,0:56:41,141,156,174,182,7:05,3:39,433,437,1.31,00:00.0,8
Running,7/19/18 18:42,Baltimore Running,10.01,814,1:15:24,136,160,172,182,7:32,4:49,884,850,1.24,00:00.0,11
Running,7/18/18 19:16,Baltimore Running,4.49,439,0:34:28,144,156,174,180,7:40,6:18,193,104,1.21,00:00.0,5
Running,7/18/18 19:04,Baltimore Running,2.01,150,0:10:31,155,168,182,194,5:14,4:49,16,14,1.69,00:00.0,3
Running,7/18/18 18:57,Baltimore Running,1.01,63,05:15.2,134,143,186,194,5:13,4:55,10,5,1.66,00:00.0,2
Running,7/18/18 18:27,Baltimore Running,2.51,210,0:18:02,132,144,174,192,7:11,2:53,110,157,1.29,00:00.0,3
Running,7/17/18 16:47,Baltimore Running,4.09,359,0:28:23,142,160,172,180,6:57,5:41,246,257,1.34,00:00.0,5
Running,7/17/18 7:46,Baltimore Running,10,923,1:16:12,141,172,174,184,7:37,6:17,693,688,1.22,00:00.0,10
Running,7/15/18 8:30,Running,15,--,1:48:00,--,--,--,--,7:12,--,--,--,0,00:00.0,1
Running,7/14/18 18:16,Running,10.5,--,1:17:00,--,--,--,--,7:20,--,--,--,0,00:00.0,1
Running,7/13/18 19:25,Running,8,--,0:58:00,--,--,--,--,7:15,--,--,--,0,00:00.0,1
Running,7/12/18 19:33,Baltimore Running,7.97,674,0:59:25,137,156,174,182,7:27,6:33,610,568,1.24,00:00.0,8
Running,7/12/18 19:01,Baltimore Running,2.16,179,0:15:24,134,152,174,182,7:08,3:05,96,96,1.3,00:00.0,3
